participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp,baselineTypingSpeedMs,logReactionTime
p28,visual,experimental,9,pen,pen,1,756,385,1141,2026-04-03T23:58:42.177Z,659.7,6.628041376179533
p28,visual,experimental,10,top,top,1,753,389,1143,2026-04-03T23:58:45.322Z,659.7,6.6240652277998935
p28,visual,experimental,11,map,map,1,634,418,1052,2026-04-03T23:58:48.375Z,659.7,6.452048954437226
p28,visual,experimental,12,bed,bed,1,606,803,1409,2026-04-03T23:58:51.788Z,659.7,6.406879986069314
p28,visual,experimental,13,log,log,1,726,386,1112,2026-04-03T23:58:54.904Z,659.7,6.587550014824796
p28,visual,experimental,14,fin,fin,1,876,490,1366,2026-04-03T23:58:58.274Z,659.7,6.775366090936392
p28,visual,experimental,15,jam,jam,1,746,399,1146,2026-04-03T23:59:01.423Z,659.7,6.61472560020376
p28,visual,experimental,16,net,net,1,624,354,978,2026-04-03T23:59:04.404Z,659.7,6.436150368369428
p28,visual,experimental,17,pin,pin,1,782,421,1203,2026-04-03T23:59:07.610Z,659.7,6.661854740545311
p28,visual,experimental,18,rug,rug,1,590,435,1025,2026-04-03T23:59:10.637Z,659.7,6.380122536899765
p28,visual,experimental,19,van,van,1,595,421,1016,2026-04-03T23:59:13.657Z,659.7,6.38856140554563
p28,visual,experimental,20,zip,zip,1,705,440,1146,2026-04-03T23:59:16.812Z,659.7,6.558197802812269
